"image","xmin","ymin","xmax","ymax","label"
"test0.png",127.02891230583191,139.82141017913818,139.56785202026367,151.4083445072174,"flat"
"test0.png",172.68763482570648,286.7943346500397,224.54731166362762,331.21660351753235,"depth"
"test0.png",179.2658120393753,25.01622587442398,203.30412685871124,49.44901913404465,"flat"
"test0.png",187.380850315094,124.47191774845123,207.92633295059204,141.33621752262115,"flat"
"test0.png",243.15406382083893,352.5262475013733,253.3869445323944,365.0994896888733,"flat"
"test0.png",289.16630148887634,123.3476921916008,311.71396374702454,140.18401503562927,"flat"
"test0.png",307.2529733181,350.1932919025421,317.44953989982605,362.78262734413147,"flat"
"test0.png",394.5998251438141,285.65624356269836,423.67950081825256,310.98803877830505,"slope"
"test0.png",403.5907983779907,353.1477153301239,423.8690137863159,371.49885296821594,"flat"
"test0.png",405.20739555358887,233.6944043636322,422.8973388671875,251.36730074882507,"flat"
"test10.png",15.63955657184124,409.99120473861694,33.8393971323967,427.3374080657959,"flat"
"test10.png",236.2733781337738,127.46153771877289,259.3488395214081,151.07868611812592,"flat"
"test10.png",237.34450340270996,175.98843574523926,249.56732988357544,188.46893310546875,"flat"
"test10.png",331.82382583618164,4.355454817414284,383.24838876724243,48.11840504407883,"depth"
"test10.png",342.3268496990204,349.88170862197876,362.00377345085144,369.86637115478516,"flat"
"test10.png",389.21651244163513,445.3336298465729,429.277628660202,485.43527722358704,"flat"
"test10.png",457.1094810962677,360.53353548049927,469.8798358440399,373.0441927909851,"flat"
"test10.png",73.40162247419357,352.90154814720154,94.40366178750992,371.98588252067566,"flat"
"test11.png",126.20851397514343,16.117332503199577,150.60287714004517,31.975530087947845,"flat"
"test11.png",133.7871253490448,65.68275392055511,154.11630272865295,85.86622774600983,"flat"
"test11.png",16.437815502285957,233.22758078575134,46.45007103681564,270.55540680885315,"flat"
"test11.png",185.32919883728027,396.55447006225586,210.53490042686462,423.22593927383423,"flat"
"test11.png",20.249729976058006,24.771112948656082,43.698929250240326,46.125445514917374,"flat"
"test11.png",239.1468733549118,346.99559211730957,250.84435939788818,360.2072596549988,"flat"
"test11.png",340.8881425857544,390.28438925743103,382.7996850013733,430.7420551776886,"flat"
"test11.png",459.7015976905823,232.54278302192688,472.6792573928833,244.91161108016968,"flat"
"test11.png",464.42556381225586,26.916591450572014,476.7376780509949,40.69177061319351,"flat"
"test11.png",49.10385608673096,126.62704288959503,102.77056694030762,174.46531355381012,"depth"
"test12.png",133.25724005699158,81.09034597873688,154.48346734046936,99.95430707931519,"depth"
"test12.png",16.60802587866783,67.87506490945816,65.70111215114594,114.31068927049637,"depth"
"test12.png",241.26550555229187,295.3720986843109,257.5584948062897,311.4480674266815,"flat"
