"image","xmin","ymin","xmax","ymax","label"
"test0.png",126.48135423660278,139.89265263080597,139.46789503097534,153.1355232000351,"flat"
"test0.png",175.42970180511475,285.58406233787537,222.78735041618347,330.86732029914856,"depth"
"test0.png",179.97537553310394,23.77549186348915,201.79347693920135,43.12563315033913,"flat"
"test0.png",188.08093667030334,124.5204284787178,208.31206440925598,141.2200778722763,"flat"
"test0.png",239.47201669216156,350.7954180240631,252.9875934123993,366.65084958076477,"flat"
"test0.png",289.7820770740509,122.76674062013626,312.4776780605316,142.85942912101746,"depth"
"test0.png",307.6658546924591,348.4043478965759,318.6357915401459,363.09748888015747,"flat"
"test0.png",396.312952041626,285.70014238357544,422.2216606140137,312.8376603126526,"slope"
"test0.png",405.362069606781,231.14685714244843,424.690306186676,251.27756595611572,"flat"
"test0.png",406.3011705875397,350.82611441612244,425.67428946495056,374.55037236213684,"flat"
"test10.png",183.00484120845795,82.8225165605545,205.67546784877777,103.15042734146118,"depth"
"test10.png",186.94528937339783,345.65943479537964,196.63238525390625,354.92950677871704,"flat"
"test10.png",20.796038210392,410.87740659713745,38.50145637989044,427.6019334793091,"flat"
"test10.png",233.24833810329437,128.57943773269653,259.3437135219574,153.2810926437378,"flat"
"test10.png",333.9172601699829,5.4576825350522995,380.48213720321655,55.26678264141083,"depth"
"test10.png",344.7187542915344,349.5251536369324,363.24095726013184,368.41273307800293,"flat"
"test10.png",390.03801345825195,444.1494941711426,429.466187953949,481.00173473358154,"flat"
"test10.png",459.70529317855835,360.4776859283447,473.5795259475708,373.8318085670471,"flat"
"test10.png",75.33015310764313,351.5542447566986,94.83033418655396,370.90370059013367,"flat"
"test11.png",125.58628618717194,14.57663532346487,145.6318348646164,32.67389535903931,"slope"
"test11.png",134.6292793750763,69.08386200666428,153.4610092639923,88.49706500768661,"flat"
"test11.png",15.75487107038498,232.97180235385895,47.26139456033707,271.03039622306824,"flat"
"test11.png",184.5177859067917,398.15735816955566,211.46009862422943,422.75601625442505,"flat"
"test11.png",22.76826649904251,25.785882025957108,43.205998837947845,45.433301478624344,"flat"
"test11.png",240.63432216644287,348.3438193798065,252.68828868865967,360.43694615364075,"flat"
"test11.png",343.7393605709076,394.5712447166443,379.21300530433655,429.9716353416443,"slope"
"test11.png",462.4127149581909,236.44360899925232,473.25313091278076,246.94672226905823,"flat"
"test11.png",463.04216980934143,25.721535086631775,473.0721414089203,37.72130608558655,"flat"
"test11.png",55.72241544723511,125.13501942157745,104.0257066488266,172.52735793590546,"depth"
"test12.png",135.2415680885315,77.36692577600479,155.66504001617432,98.53584319353104,"depth"
"test12.png",15.753079205751419,64.31473791599274,65.63284993171692,118.62067878246307,"depth"
"test12.png",241.82762205600739,293.98539662361145,260.862797498703,312.5708997249603,"flat"
"test12.png",289.8135185241699,349.1705060005188,315.82510471343994,374.20713901519775,"flat"
"test12.png",29.59994599223137,136.44805550575256,41.55465587973595,148.8988995552063,"flat"
"test12.png",298.24626445770264,77.76985317468643,326.4889121055603,104.01914268732071,"slope"
"test12.png",34.16769579052925,241.532564163208,44.34283450245857,251.2822151184082,"flat"
"test12.png",345.7728922367096,238.9007955789566,365.7589256763458,260.2182924747467,"flat"
"test12.png",5.299016833305359,178.46661806106567,39.824482053518295,215.4409885406494,"slope"
"test12.png",70.12616097927094,287.7180874347687,89.6257758140564,310.115247964859,"flat"
"test13.png",10.480282828211784,117.13822931051254,42.89834201335907,147.72740006446838,"depth"
"test13.png",135.71080565452576,299.5448410511017,153.7964940071106,318.29336285591125,"flat"
"test13.png",21.888013929128647,230.27262091636658,44.8325015604496,251.1470913887024,"flat"
"test13.png",21.955398842692375,347.06008434295654,30.584489926695824,357.64288902282715,"flat"
"test13.png",232.57048428058624,186.00204586982727,257.9749524593353,212.0121419429779,"slope"
"test13.png",290.92955589294434,465.6694233417511,310.9737038612366,484.70762372016907,"flat"
"test13.png",460.05719900131226,23.82713556289673,484.0455651283264,46.071842312812805,"flat"
"test13.png",471.51681780815125,303.949236869812,482.5163185596466,315.67126512527466,"flat"
"test13.png",86.96310222148895,136.27034425735474,100.57264566421509,150.61938762664795,"flat"
"test14.png",124.04079735279083,81.03831112384796,141.32250845432281,97.24360704421997,"flat"
